ID,Video Title,Description,Views,Likes,Dislikes,Comment Count,clickbait
-H5iZvxybs8,Wowoto H8 Review | Portable Wifi Bluetooth Projector,"Wowoto H8 Review | Portable Wifi Bluetooth Projector 
On Sale Now: http://geni.us/4vnxiTI
My Projector Screen: http://geni.us/LAqD (amazon)

In Today's Video we will take a look at the Wowoto H8 Projector . The Model is running an android system and has all the smart features plus a stereo speaker system. Could this be the best out right now? 

Recently my whole wardrobe has been coming from Gearbest.com. They have tons of inexpensive nice shirts!
GearBest T Shirts:  http://geni.us/6rzoWw

This months Giveaway is for the Xgimi H1!!!!!!!
INCREDIBLE PROJECTOR! CHECK IT OUT
http://geni.us/XwIJ9Dg

ENTER TO WIN! 
Step 1. Subscribe
Step 2. Comment with #Xgimi
DONE!

For more awesome projectors check out my top 5 Portable projector list
https://www.youtube.com/watch?v=-oLtt...

Want to know what Camera I Used?
Link Here: http://geni.us/SRBcG (Amazon)

Want to know what Lighting I Used?
Link Here: http://geni.us/JQjQj6 (Amazon)

Don't Forget to Subscribe for a chance to win Free Stuff!

Thank you guys for watching and being part of my dream! The channel is alive and better than ever! I hope this video helped in deciding if this is the one for you!

All background music was used from the youtube audio library and is royalty free.

Also I have recently become a participant in the Amazon Associates Programs   affiliate advertising programs designed to provide a means to earn fees by linking to amazon.com in order to help the channel Grow! Let's make 2017 kick @ss!
Email me: Mindseedtv@gmail.com
Follow me on Facebook: http://www.facebook.com/mindseedtv",24306,377,24,200,1
XsDlz_mLVL0,MSI GL62M 7Rex Review | Best Gaming Laptop Under $1000,"MSI GL62M 7REX Gaming / Video Editing Laptop
24% Off Sale: http://geni.us/i8duZsS
Use Coupon Code: intel07 

Hey Guys! Feels so good to be back and in action! 
Sorry for leaving you waiting so long!

Recently my whole wardrobe has been coming from Gearbest.com. They have tons of inexpensive nice shirts!
GearBest T Shirts:  http://geni.us/6rzoWw

In Todays video we will take a look at the MSI GL62M 7REX Gaming Laptop.
Excellent for playing games and video editing! How excellent  Lets find out!

$1000 Give Away Special! Whats Included in Giveaway
H96-P:  http://geni.us/Up1d
Berchirly Bag: http://geni.us/d82l (amazon)
Thiel Tour:  http://geni.us/fpZFA (amazon)
GearBest Shirt: http://geni.us/PMvZ7oH

ENTER TO WIN! 
Step 1. Subscribe
Step 2. Share.
DONE!

For more awesome projectors check out my top 5 Portable projector list
https://www.youtube.com/watch?v=-oLtt...

Want to know what Camera I Used?
Link Here: http://geni.us/SRBcG (Amazon)

Want to know what Lighting I Used?
Link Here: http://geni.us/JQjQj6 (Amazon)

Don't Forget to Subscribe for a chance to win Free Stuff!

Thank you guys for watching and being part of my dream! The channel is alive and better than ever! I hope this video helped in deciding if this is the one for you!

All background music was used from the youtube audio library and is royalty free.

Also I have recently become a participant in the Amazon Associates Programs   affiliate advertising programs designed to provide a means to earn fees by linking to amazon.com in order to help the channel Grow! Let's make 2017 kick @ss!
Email me: Mindseedtv@gmail.com
Follow me on Facebook: http://www.facebook.com/mindseedtv

♫Music By♫ 
●Xavi - Here I Stand
 ●Song/Free Download - https://youtu.be/X_0unvvt9L0 
●iTunes  Spotify GooglePlay - http://smarturl.it/xavi-hereistand 
●Support Xavi - https://soundcloud.com/followxavi 

♫Music By♫ 
●Kevin MacLeod - Bummin On Tremelo 
●Song/Free Download - https://youtu.be/rZNGYM1OKUE 
●Support Kevin Macleod - http://smarturl.it/Kevin-MacLeod 

♫Music By♫ 
●Liam M - Feel Like 
●Song/Free Download - https://youtu.be/lSdKk3OnBvA 
●Follow Liam.M - http://smarturl.it/Liam.M-br 

♫Music By♫ 
●DJ Quads - Grows Up 
●Song/Free Download - https://youtu.be/sgpYwPHUDFQ 
●Follow DJ Quads - http://smarturl.it/dj-quads",30638,419,35,102,1
h9n4J_pMsMA,How To SoundProof a Room | Stop Reverb & Echo | DIY Low Cost Moving Blankets,"How to soundproof a Room | Stop Echo and Reverb at Low Cost using Moving blankets  foam mattress toppers and regular rugs!
All items I used are below:

7 x 10 Rug : http://geni.us/Fv2ql (Amazon)

Moving blankets: http://geni.us/PRtQ1SN (Amazon)

Clothing Rack: http://geni.us/VLO50 (Amazon

King Mattress Foam: http://geni.us/EmbdFQ4 (Amazon)

My Camera: http://geni.us/MDkp (Amazon)

My Ring Light: http://geni.us/JQjQj6 (Amazon)

My Shotgun Mic: http://geni.us/RoKx1d (Amazon)

My Podcast Mic: http://geni.us/EduRCP (Amazon)

To participate in monthly giveaways you have to follow the long complicated steps below!

ENTER TO WIN! 
Step 1. Subscribe
Step 2. Comment 
DONE!

For more awesome projectors check out my top 5 Portable projector list
https://www.youtube.com/watch?v=-oLtt...

Don't Forget to Subscribe for a chance to win Free Stuff!

Thank you guys for watching and being part of my dream! The channel is alive and better than ever! I hope this video helped in deciding if this is the one for you!

All background music was used from the youtube audio library and is royalty free.

Also I have recently become a participant in the Amazon Associates Programs   affiliate advertising programs designed to provide a means to earn fees by linking to amazon.com in order to help the channel Grow! Let's make 2017 kick @ss!
Email me: Mindseedtv@gmail.com
Follow me on Facebook: http://www.facebook.com/mindseedtv",27052,666,40,96,1
5nqlGwUb-fY,Haunted Graveyard (Very Scary) Cursed Cemetary Gone Wrong 3AM,"Hunting Purgatory Episode 7: Are graveyards really haunted? We wanted to know too...
Support the Channel: https://teespring.com/stores/hunting-purgatory-official


If you enjoyed this video check out our other similar videos below

Most haunted Prison in the US
https://youtu.be/XvUMnlhLT9s

Ghosts of Hill View Manor:
https://www.youtube.com/watch?v=CumQTWtYVDU&t=623s

Sleeping in a Murder Cabin
https://youtu.be/85QF-WwzdOs

Cursed Dybbuk/Demon Box
https://youtu.be/v1zhV7v4938

A Cursed Doll named Molly
https://youtu.be/ZtwxDf6Oi_E

Pennhurst Asylum Haunting
https://youtu.be/oucflVuD0Hs

Buying a Real Dark Web Mystery Box
https://youtu.be/W6_ys01baAE

People have long claimed spirits of the dead wonder among their graves and many say they have seen strange figures roaming the headstones at night. We used tests including Emf detectors  a spirit box  EVP sessions and a thermal camera to try and find the truth. Join us as we stake out and try to comminicate with the afterlife deep in the cemetary at 3AM. 

If you are thinking of making youtube videos or just recording videos similar to the ones that I am making you will find a list of all the equipment I am using down below:

Camera : https://amzn.to/2L8w4Bg (MAJOR DISCOUNT!)
Lens : http://geni.us/K4cAZ  (amazon)
Studio Lighting Kit : http://geni.us/NP66ynx (amazon)
iRig Mic to DSLR adapter: http://geni.us/BqxL (amazon)
Microphone : http://geni.us/jGAFNw (amazon)
Led Lighting : http://geni.us/evVb (amazon)

Thank you guys for watching and being part of my dream! The channel is alive and better than ever! I hope this video helped in deciding if this is the one for you!

All background music was used from artlist audio library and is licensed and royalty free.

Also I have recently become a participant in the Amazon Associates Programs   affiliate advertising programs designed to provide a means to earn fees by linking to amazon.com in order to help the channel Grow! Let's make 2019 kick @ss!
Email me: Mindseedtv@gmail.com
Follow me on Facebook: http://www.facebook.com/mindseedtv
#paranormal #caughtontape #veryscary #scary",673450,16551,546,1650,1
Tiiqtctq9NA,480P Flooding the Market | VisionTek New LED Wifi Projector Under $100,"VisionTek Multimedia New LED Wifi Projector Under $100
On Sale here: http://amzn.to/2nWTTkS
On sale UK: http://amzn.to/2oQrnAF

Hey guys! As always 'Mindseed Monday' at it again (Marshall - Thanks for that) 
Everybody hates beginning the work week  so I love helping start it off with you!
Enjoy the video! Like Share subscribe! Cheers",4040,102,11,40,1
qYsF3n9MHd0,Best Pocket Pico Projector 2018 | Toumei Mini C800W Review,"Best Portable Pocket Projector | Toumei C800W New Version
Best Price: https://amzn.to/2MYgZQ7
International Link: http://geni.us/SV4v5 (amazon)

In Today's Video we will be checking out the Toumei C800W (2018 upgraded version) This little pocket projector has wifi  bluetooth and the ability to mirror phones  browse the web and more. The best part about it is this android 7.1 home theater will fit right into your pocket! Let's see if This is the best pocket pico projector of 2018!

More Great Portable Options
AXAA P700 Pro (Discount): http://geni.us/yDXwz (Amazon)
ZTE SPro2: http://geni.us/DbJ8BxW (Amazon)
Wowoto H8 (Discount): http://geni.us/E8GeO (Amazon)
Toumei V3 (Discount): http://geni.us/Qhafjv 
Optoma Intelligo S1: http://geni.us/NY2T (Amazon)
All under $500

My Projector screen:
http://geni.us/k8DUp  (Amazon)

Want to know what Camera I Used?
Link Here: http://geni.us/SRBcG  (Amazon)

Want to know what Lighting I Used?
Link Here: http://geni.us/JQjQj6 (Amazon)

Subscribe to the channel and your in! 

Thank you guys for watching and being part of my dream! The channel is alive and better than ever! I hope this video helped in deciding if this is the one for you!

Also I have recently become a participant in the Amazon Services LLC Associates Program  an affiliate advertising program designed to provide a means to earn fees by linking to Amazon.com in order to help the channel Grow! Let's make 2018 kick @ss!

Email me: Mindseedtv@gmail.com
Follow me on Facebook: http://www.facebook.com/mindseedtv",43694,243,12,69,1
bKKZChMhVCk,Bluetooth Beanie,"MyDeal Bluetooth Wireless Headset Music Audio Beanie Review.
Amzn Link http://amzn.to/1TaLosL

Unboxing  Review and Soundtest. I hope this helps you in making your decision today! Thanks for watching!

Music in Soundtest - TeknoAXE's Royalty Free Music - Sub Zero Engine Grind -- Dubstep/Dubstep -- Royalty Free Music

*Disclaimer*
I have recently signed up to become an Amazon Associate in order to help the Channel Grow. This means any time you guys use one of the links provided in the description to make a purchase  a small percentage of commisson will be paid towards MindSeed TV and used towards helping us build this community. (Ex: more cool products to review  better quality  more time to make videos!)
Cheers guys and thank you for all of your amazing support! Don't Forget to Subscribe!!! For a chance to win Free Stuff!
Also I have recently become a participant in the Amazon Services LLC Associates Program  an affiliate advertising program designed to provide a means to earn fees by linking to Amazon.com in order to help the channel Grow! Let's make 2017 kick @ss!
Email me: Mindseedtv@gmail.com
Follow me on Facebook: http://www.facebook.com/mindseedtv",1736,45,6,3,1
PqM_81KTw8Q,Best Budget Gaming Headphones | Kotion Each,"Best gaming headphones under 30. The Kotion Each G2000
Great sound! Heavy heavy bass! Microphone. and it glows!
Find it for the current price here
http://amzn.to/2crpdBc

Background music from youtubes no copyright audio library
and the sound test was produced by chuki beats.
You can access his music here
https://www.youtube.com/user/CHUKImusic Don't Forget to Subscribe!!! For a chance to win Free Stuff!
Also I have recently become a participant in the Amazon Services LLC Associates Program  an affiliate advertising program designed to provide a means to earn fees by linking to Amazon.com in order to help the channel Grow! Let's make 2017 kick @ss!
Email me: Mindseedtv@gmail.com
Follow me on Facebook: http://www.facebook.com/mindseedtv",46683,497,46,70,1
NGeLFeV19yM,Most Haunted Hotel in Florida (Very Scary) Biltmore Ouija Board Gone Wrong 3AM,"Testing the Ouija Board in the most Haunted Hotel in Florida (Biltmore) on the 13th floor at 3am (Gone Wrong) was a bad idea

Hunting Purgatory Episode 2: The Biltmore Hotel
In today's video we investigated this Very Scary Hotel room with a dark and horrific past at the biltmore hotel. With all the cameras rolling we picked up many signs of paranormal activity and caught some strange things on camera. Now we can definitely understand why this is one of the most haunted hotels in the United States. Spirits? Ghosts? Demons? You be the judge! as we take you along for these scary moments we caught on tape!

If you enjoyed this video check out our other similar videos below

Sleeping in a Murder Cabin
https://youtu.be/85QF-WwzdOs

Cursed Dybbuk/Demon Box
https://youtu.be/v1zhV7v4938

A Cursed Doll named Molly
https://youtu.be/ZtwxDf6Oi_E

Pennhurst Asylum Haunting
https://youtu.be/oucflVuD0Hs

Buying a Real Dark Web Mystery Box
https://youtu.be/W6_ys01baAE

Stay Tuned for our new series starting tomorrow called Hunting Purgatory! Subscribe and Turn on those Notifications! Steve and I will be exploring abandoned and haunted places on film and it will literally have you afraid to sleep at night from some of the stuff we found! 

If you are thinking of making youtube videos or just recording videos similar to the ones that I am making you will find a list of all the equipment I am using down below:

Camera : https://amzn.to/2L8w4Bg (MAJOR DISCOUNT!)
Lens : http://geni.us/K4cAZ  (amazon)
Studio Lighting Kit : http://geni.us/NP66ynx (amazon)
iRig Mic to DSLR adapter: http://geni.us/BqxL (amazon)
Microphone : http://geni.us/jGAFNw (amazon)
Led Lighting : http://geni.us/evVb (amazon)

Thank you guys for watching and being part of my dream! The channel is alive and better than ever! I hope this video helped in deciding if this is the one for you!

All background music was used from the youtube audio library and is royalty free.

Also I have recently become a participant in the Amazon Associates Programs   affiliate advertising programs designed to provide a means to earn fees by linking to amazon.com in order to help the channel Grow! Let's make 2019 kick @ss!
Email me: Mindseedtv@gmail.com
Follow me on Facebook: http://www.facebook.com/mindseedtv
#paranormal #caughtontape #veryscary #scary",1667573,46229,1080,6508,1
taETTH4RVw0,Strange Sightings During 2024 Eclipse!!! New UFO Footage,"The most mysterious and unexplainable events captured during the 2024 Total Solar Eclipse!  From baffling UFO sightings that challenge our understanding of the skies  to bizarre animal behavior that left onlookers in awe  this video dives into the strange and the supernatural. Witness the oddities of moon shadows that danced in ways you won’t believe and listen to the accounts of eyewitnesses who'll share experiences that might just defy explanation.

🌟 Join our Community:
🔗 STAY CONNECTED
Become a Patron: https://www.patreon.com/mindseedtv
Facebook: https://www.facebook.com/mindseedtv
Instagram: https://www.instagram.com/mindseedtv
Mindseed TV Merch: https://www.mindseedtv.com


👽 What's Inside:

🛸 UFO Sightings: Sky-watchers and skeptics alike were stunned by the objects that appeared during the eclipse. With clear skies providing a perfect backdrop  these unidentified objects have sparked a flurry of discussion and debate.

🐾 Odd Animal Behavior: The animal kingdom reacted in peculiar ways to the darkness of the eclipse. From birds that stopped singing to nocturnal creatures emerging in broad daylight  the eclipse had a profound impact on wildlife.

🌑 Mysterious Moon Shadows: Experience the strange phenomenon of the moon's shadow sweeping across the Earth  creating eerie patterns and chilling moments of darkness.

🔍 Eyewitness Accounts: Hear firsthand from those who witnessed these strange events. Their stories add a personal and chilling touch to the cosmic spectacle.

Don't forget to hit the like button if you find yourself captivated by the eclipse's oddities  and subscribe for more content that explores the unexplained mysteries of our universe. Want to join the discussion? Drop a comment below with your thoughts or your own eclipse experience!

🔔 Turn on notifications to stay updated with new uploads!

🌟 Why Watch?

Unique content blending current events with speculative inquiry.
High-quality footage capturing phenomena that challenges skepticism.
A community-driven exploration inviting viewer interaction.

👁️‍🗨️ Stay Observant:

Watch for unusual occurrences following the eclipse.
Consider the implications of these sightings in your own worldview.

🔔 Subscribe for the Unexplained:
Hit the bell for notifications on new mysteries unearthed  sightings captured  and the strange and unaccountable happenings from around the globe.

📝 Comment Your Thoughts:
Engage in the conversation below. Your insights contribute to unraveling these mysteries!

#Eclipse #EclipseUFO #Eclipse2024 #UFO #Mysterious #Eclipse2024UFO #Strangesightings #Unexplainble #Caughtoncamera

Experience the intrigue. Challenge the known. Discover the truth with us—frame by frame  sighting by sighting. Because sometimes  reality is stranger than fiction.

[Don't forget to like  share  and comment—your interaction shapes our journey into the unknown.]",238017,15217,1500,1262,1
Lc9jXjNRITs,This scared me to death #paranormal #haunted #creepy #scary #ghost #horror #spooky #dark #disturbing,,29384,2265,65,149,1
_8aNpts3X8g,Is This A REAL PHOTO Of A DEMON? #paranormal #haunted #demon #demonic #dark #disturbing #ghosthunt,"Watch the FULL VIDEO here: https://www.youtube.com/watch?v=YgX5YzCw5Mg&t=107s
-
This video will convince you that DEMONS ARE REAL. We captured horrifying paranormal activity on camera at the infamous Haunted Hill House in Mineral Wells  Texas  and what we encountered that night absolutely terrified us.  TOBY  the DEMON was there  and he spoke with us that evening. In this video  you will see scary ghost activity  demonic attacks  frightening moments and some of the scariest paranormal evidence that we've ever captured on camera. You're watching  THE PARANORMAL FILES.
-
Every week  The Paranormal Files  travels around the world to ghost hunt  search for skinwalkers  investigate demons and capture paranormal evidence. Join us as we grow the spooky family  release real paranormal videos and adventure together!
-
MURDER IN AMERICA MERCH!: https://www.bloodinthesink.store
-
SUBSCRIBE to the channel!: https://www.youtube.com/theparanormalfilesofficialchannel?sub_confirmation=1
-
Become a PATRON (I'll love you forever)  🖤: https://www.patreon.com/theparanormalfiles
-
LISTEN TO MURDER IN AMERICA (my podcast)!
SPOTIFY: https://open.spotify.com/episode/204fV6xstY3a5atxoHOhz8?si=H1einpJoR42jnfmEjqk5qw
APPLE PODCASTS: https://podcasts.apple.com/us/podcast/murder-in-america/id1547409175
SOUNDCLOUD: https://soundcloud.app.goo.gl/tkz56KWDmYAyVNAZA
-
Connect with us on social media! 🖤
Colin's INSTAGRAM: https://www.instagram.com/colinbrowen/
Connor's INSTAGRAM: https://www.instagram.com/c0nn0rshann0n/
The Paranormal Files INSTAGRAM: https://www.instagram.com/theparanormalfiles/
Papa Spooks INSTAGRAM: https://www.instagram.com/papa.spooks
FACEBOOK: https://www.facebook.com/TheParanormalFiles
TIKTOK: https://www.tiktok.com/@theparanormalfiles
TWITTER: https://twitter.com/PFilesOfficial
-
🎵 Colin's music! (“Sun  Sand & Sadness”!) 🎵:
https://open.spotify.com/artist/1T4Rja27bawDu7c2KhvoJT
-
(c) BLOOD IN THE SINK PRODUCTIONS 2023",41272,4403,168,205,1
Z0-pzcNduvg,INSIDE the CONJURING HOUSE (We Spent The Night...) #paranormal #haunted #conjuring,"INSIDE the CONJURING HOUSE (We Spent The Night...) #paranormal #haunted #conjuring #paranormalactivity 
-
SUBSCRIBE to my YouTube channel here!: https://www.youtube.com/theparanormalfilesofficialchannel?sub_confirmation=1
-
(c) BLOOD IN THE SINK PRODUCTIONS 2023",46914,3116,105,62,1
ZxVEHWTk3DM,SCARY NOISES Heard In HAUNTED HOSPITAL (Scariest Ghost Hunting Moments #1),Watch the FULL VIDEO here: https://www.youtube.com/watch?v=OQqGcUG-W8I&t=327s,33883,2687,11,74,1
E-GOFLJ09sc,The DELPHI Murders: RITUALS  LIES & HUMAN SACRIFICE (Disturbing Content) | True Crime Documentary,"The murders of Abigail Williams and Liberty German in 2017 shocked the world. And officially  as of the posting of this documentary  they remain unsolved. With an upcoming trial and some recent bombshell revelations revealed in court documents  we headed to Delphi  Indiana to investigate the scene for ourselves. We visited the Monon High Bridge. We researched claims of cult sacrifices and rituals. And we came out changed. You're watching   THE PARANORMAL FILES .
-
Every week  The Paranormal Files  travels around the world to ghost hunt  search for skinwalkers  investigate demons and capture paranormal evidence. Join us as we grow the spooky family  release real paranormal videos and adventure together!
-
Join this channel to get access to perks:
https://www.youtube.com/channel/UCsSRxYAK0PiA7d0XUR6sPFA/join
-
SUBSCRIBE to the channel!: https://www.youtube.com/theparanormalfilesofficialchannel?sub_confirmation=1
-
Become a PATRON (I'll love you forever)  🖤: https://www.patreon.com/theparanormalfiles
-
LISTEN TO MURDER IN AMERICA (my podcast)!
SPOTIFY: https://open.spotify.com/episode/204fV6xstY3a5atxoHOhz8?si=H1einpJoR42jnfmEjqk5qw
APPLE PODCASTS: https://podcasts.apple.com/us/podcast/murder-in-america/id1547409175
SOUNDCLOUD: https://soundcloud.app.goo.gl/tkz56KWDmYAyVNAZA
-
Connect with us on social media! 🖤
Colin's INSTAGRAM: https://www.instagram.com/colinbrowen/
Connor's INSTAGRAM: https://www.instagram.com/c0nn0rshann0n/
The Paranormal Files INSTAGRAM: https://www.instagram.com/theparanormalfiles/
Papa Spooks INSTAGRAM: https://www.instagram.com/papa.spooks
FACEBOOK: https://www.facebook.com/TheParanormalFiles
TIKTOK: https://www.tiktok.com/@theparanormalfiles
TWITTER: https://twitter.com/PFilesOfficial
-
🎵 Colin's music! (“Sun  Sand & Sadness”!) 🎵:
https://open.spotify.com/artist/1T4Rja27bawDu7c2KhvoJT
-
(c) BLOOD IN THE SINK PRODUCTIONS 2024",430727,17227,4796,3543,1
jZyNMN4EqX4,The SCARY Story of Lake Lanier: America's Most HAUNTED Lake | THE PARANORMAL FILES,"Lake Lanier in Georgia has been in the news (and featured on TikTok) recently because of it's extremely dark and disturbing history. There have been drownings  tragic accidents  murders and lots of other strange events that surround this body of water... and  oh yeah  did I mention that it's haunted by ghosts? Is THIS the most haunted lake in America? Let me know your thoughts below!
-
SUBSCRIBE to MY channel!: https://www.youtube.com/theparanormalfilesofficialchannel?sub_confirmation=1
-
Become a PATRON (I'll love you forever)  🖤: https://www.patreon.com/theparanormalfiles
-
Donate Here to Help Grow the Show - Thanks so much if you can help!: https://www.paypal.com/paypalme/theparanormalfiles
-
NEW MERCH!:
https://teespring.com/stay-spooky-world-tour-pink-l?pid=227&cid=2664
-
LISTEN TO MURDER IN AMERICA (my new podcast)!
SPOTIFY: https://open.spotify.com/episode/204fV6xstY3a5atxoHOhz8?si=H1einpJoR42jnfmEjqk5qw
APPLE PODCASTS: https://podcasts.apple.com/us/podcast/murder-in-america/id1547409175
SOUNDCLOUD: https://soundcloud.app.goo.gl/tkz56KWDmYAyVNAZA
-
Connect with us on social media! 🖤
Colin's INSTAGRAM: https://www.instagram.com/colinbrowen/
Courtney's INSTAGRAM: https://www.instagram.com/courtshan/
The Paranormal Files INSTAGRAM: https://www.instagram.com/theparanormalfiles/
FACEBOOK: https://www.facebook.com/TheParanormalFiles
TIKTOK: https://www.tiktok.com/@theparanormalfiles
TWITTER: https://twitter.com/PFilesOfficial
-
SUBSCRIBE to the official YouTube of MURDER IN AMERICA!!: https://www.youtube.com/channel/UC35TG-zKMn2D-g8V_KKg_AA
-
Get some of our last pieces of MERCH before the NEW DROP:
https://teespring.com/stores/the-paranormal-files
-
Subscribe to the new PODCAST CHANNEL: https://www.youtube.com/channel/UCZw-uh669WX588RpTt9kSOg
-
Watch Podcast Episode #1!: https://www.youtube.com/watch?v=c5HtFKbL8AQ
-
Listen to the podcast!
Spotify: https://open.spotify.com/show/2EybP2At9IJyGkCxTkf9To
Apple Podcasts: https://podcasts.apple.com/us/podcast/the-paranormal-files-official-podcast/id1506271689
Buzzsprout: https://www.buzzsprout.com/982414/
-
🎵 Colin's music! (“Sun  Sand & Sadness”!) 🎵:
https://open.spotify.com/artist/1T4Rja27bawDu7c2KhvoJT
-
(c) BLOOD IN THE SINK PRODUCTIONS 2022",161749,6176,135,1142,1
s_1pjWQ5HJ4,STAY SPOOKY! - A Documentary on Colin Browen (BEHIND THE SCENES OF  THE PARANORMAL FILES ),"Dir. & Prod. AUSTIN KLEIN

-

NEW VIDEO WILL BE POSTED THIS AFTERNOON! THIS IS NOT TODAY'S EPISODE!

( LINK TO THEME SONG:  https://open.spotify.com/track/0vaaVx... )


👻👻YOU WON'T BELIEVE WHAT YOU'RE SEEING...👻👻

👻 !!! PLEASE SUBSCRIBE TO THE CHANNEL !!! IT ONLY TAKES ONE CLICK !! : https://www.youtube.com/theparanormalfilesofficialchannel?sub_confirmation=1       (be sure to turn your notifications ON)

-

SUBSCRIBE to our BRAND NEW CHANNEL  PARANORMAL 101!!!!

https://www.youtube.com/watch?v=qk01GDd1aro

-

LIKE & FOLLOW OUR SOCIAL MEDIA FOR TONS OF EXCLUSIVE CONTENT (including an exclusive video on Facebook TOMORROW)!!

👻FACEBOOK: https://www.facebook.com/TheParanormalFiles/
👻INSTAGRAM: @THEPARANORMALFILES
👻TWITTER: @PFILESOFFICIAL

👻SUPPORT OUR SHOW BY BUYING OUR FIRST OFFICIAL SELF-PRODUCED MERCH WITH PAYTON'S HAND-DRAWN DESIGN:👻

http://theparanormalfilesofficialstore.bigcartel.com

-

👻WATCH THE FULL FIRST SEASON OF COLIN’S NEW SHOW  “TEEN SPIRIT”  FOR FREE ONLINE NOW: 

https://www.go90.com/shows/1l1PkdPE7eE👻

-

LISTEN TO COLIN'S ALBUMS   A BEAUTIFUL NIGHT TO DIE  and  40'S  AT THE LINKS BELOW!!!:

A BEAUTIFUL NIGHT TO DIE (Colin's SOLO album):

https://open.spotify.com/album/7hbKAd...

https://soundcloud.com/the_kid_spooky...


40'S (DEATHCORE RAP):

https://open.spotify.com/album/529Jhb...

OR

https://soundcloud.com/the_kid_spooky...

- 
-
-

In this episode of “The Paranormal Files”  Colin and his crew head to the HOUSTON SQUARE OF DEATH to investigate claims of death  haunting and evil doing. What did they find???


-
-
-

After over a year on hiatus  THE PARANORMAL FILES IS BACK. After filming across the nation and in 4 different countries  Colin and his Paranormal Files team present their findings of paranormal activity in the new wave of Paranormal Files videos.

-

 THE PARANORMAL FILES  is an independent paranormal investigation show which explores paranormal themes in a way unexplored by television crews before. Instead of only focusing on specific places to investigate and single cases to handle  Colin and his Paranormal Files team place their focus on haunted locations  stories  unexplainable phenomena  religious beliefs and local legends in order to grant viewers with a true grasp of the truth behind spirits and other worlds.

Be sure to Subscribe to The Paranormal Files (Official Channel) in order to stay up-to-date with the latest episodes of  The Paranormal Files !

-

Subscribe and Stay Spooky!

Follow Colin on Instagram & Twitter:

COLIN BROWEN:
TWITTER/INSTAGRAM: @colinbrowen
SOUNDCLOUD: https://soundcloud.com/the_kid_spooky...
MUSIC YOUTUBE: https://www.youtube.com/watch?v=lZHJA...

FOLLOW PAYTON ON INSTAGRAM:
INSTA: @payton.e

Colin's music releases as both KID $POOKY and his collective the $POOKYGANG  are available now  on Spotify  iTunes and Soundcloud. Keep on the lookout $$$.

(c) 2018 Blood in the Sink Pictures",10390,645,15,103,1
b-hr-zC7vE8,The LIZZIE BORDEN Murder House: The MOST HAUNTED Place In America (HORRIFYING Paranormal Activity),"The Lizzie Borden Murder House is one of the most INFAMOUS haunted locations in ALL of America. And we rented the ENTIRE HOTEL for ONE NIGHT so that we could investigate EVERY ROOM for the ghost of Lizzie Borden. Join us as we unravel a murder mystery  experience horrifying paranormal activity and dive deep into the true crime darkness.
-
Every week  The Paranormal Files  travels around the world to ghost hunt  search for skinwalkers  investigate demons and capture paranormal evidence. Join us as we grow the spooky family  release real paranormal videos and adventure together!
-
MURDER IN AMERICA MERCH!!!: https://www.bloodinthesink.store
-
SUBSCRIBE to the channel!: https://www.youtube.com/theparanormalfilesofficialchannel?sub_confirmation=1
-
Become a PATRON (I'll love you forever)  🖤: https://www.patreon.com/theparanormalfiles
-
LISTEN TO MURDER IN AMERICA (my podcast)!
SPOTIFY: https://open.spotify.com/episode/204fV6xstY3a5atxoHOhz8?si=H1einpJoR42jnfmEjqk5qw
APPLE PODCASTS: https://podcasts.apple.com/us/podcast/murder-in-america/id1547409175
SOUNDCLOUD: https://soundcloud.app.goo.gl/tkz56KWDmYAyVNAZA
-
Connect with us on social media! 🖤
Colin's INSTAGRAM: https://www.instagram.com/colinbrowen/
Connor's INSTAGRAM: https://www.instagram.com/c0nn0rshann0n/
The Paranormal Files INSTAGRAM: https://www.instagram.com/theparanormalfiles/
Papa Spooks INSTAGRAM: https://www.instagram.com/papa.spooks
FACEBOOK: https://www.facebook.com/TheParanormalFiles
TIKTOK: https://www.tiktok.com/@theparanormalfiles
TWITTER: https://twitter.com/PFilesOfficial
-
🎵 Colin's music! (“Sun  Sand & Sadness”!) 🎵:
https://open.spotify.com/artist/1T4Rja27bawDu7c2KhvoJT
-
(c) BLOOD IN THE SINK PRODUCTIONS 2024",385286,12692,277,3507,1
